make_model,body_type,body_type,km,Gearing Type,price
Audi A3,Sedans,Sedans,17000,Manual,17900
Audi A3,Sedans,Sedans,43500,Manual,17860
Audi A3,Sedans,Sedans,76290,Manual,17840
Audi A3,Sedans,Sedans,9900,Manual,17700
Audi A3,Sedans,Sedans,76290,Manual,17840
Audi A3,Sedans,Sedans,59520,Manual,17700
Audi A3,Sedans,Sedans,36700,Manual,17810
Audi A3,Station wagon,Station wagon,98000,Manual,17780
Audi A3,Sedans,Sedans,8909,Manual,17990
Audi A3,Sedans,Sedans,88134,Manual,17731
Audi A3,Sedans,Sedans,40000,Manual,17990
Audi A3,Sedans,Sedans,68090,Manual,17990
Audi A3,Sedans,Sedans,28000,Manual,17990
Audi A3,Sedans,Sedans,95075,Manual,17990
Audi A3,Sedans,Sedans,60000,Manual,17990
Audi A3,Sedans,Sedans,26000,Manual,17990
Audi A3,Sedans,Sedans,23128,Manual,17990
Audi A3,Sedans,Sedans,26510,Manual,17990
Audi A3,Sedans,Sedans,84391,Manual,17980
Audi A3,Sedans,Sedans,23968,Manual,17980
Audi A3,Sedans,Sedans,51347,Manual,17980
Audi A3,Sedans,Sedans,19000,Manual,17980
Audi A3,Sedans,Sedans,37113,Manual,17980
Audi A3,Sedans,Sedans,60000,Manual,17500
Audi A3,Other,Other,34400,Manual,17650
Audi A3,Sedans,Sedans,28400,Manual,17500
Audi A3,Sedans,Sedans,136000,Manual,17500
Audi A3,Sedans,Sedans,58000,Manual,17500
Audi A3,Sedans,Sedans,95000,Manual,17500
Audi A3,Sedans,Sedans,34650,Manual,17590
Audi A3,Compact,Compact,48509,Manual,17550
Audi A3,Sedans,Sedans,70300,Manual,17480
Audi A3,Sedans,Sedans,74000,Manual,17490
Audi A3,Sedans,Sedans,36000,Manual,17500
Audi A3,Sedans,Sedans,28000,Manual,17490
Audi A3,Sedans,Sedans,13072,Manual,17490
Audi A3,Compact,Compact,41000,Manual,17490
Audi A3,Sedans,Sedans,25850,Manual,17440
Audi A3,Sedans,Sedans,97643,Manual,17430
Audi A3,Sedans,Sedans,70783,Manual,17428
Audi A3,Sedans,Sedans,23000,Manual,17445
Audi A3,Sedans,Sedans,25000,Manual,17400
Audi A3,Sedans,Sedans,43800,Manual,17390
Audi A3,Sedans,Sedans,117647,Manual,17440
Audi A3,Sedans,Sedans,31070,Manual,17390
Audi A3,Sedans,Sedans,26000,Manual,17300
Audi A3,Sedans,Sedans,50000,Manual,17300
Audi A3,Sedans,Sedans,39800,Manual,17250
Audi A3,Station wagon,Station wagon,57900,Manual,17250
Audi A3,Sedans,Sedans,50438,Manual,17220
Audi A3,Sedans,Sedans,24700,Manual,17200
Audi A3,Sedans,Sedans,105000,Manual,17200
Audi A3,Sedans,Sedans,54000,Manual,17000
Audi A3,Sedans,Sedans,46059,Manual,17000
Audi A3,Sedans,Sedans,81987,Manual,16999
Audi A3,Sedans,Sedans,36000,Manual,16999
Audi A3,Sedans,Sedans,69000,Manual,16990
Audi A3,Sedans,Sedans,117000,Manual,16990
Audi A3,Sedans,Sedans,59380,Manual,16990
Audi A3,Station wagon,Station wagon,70000,Manual,16990
Audi A3,Sedans,Sedans,69000,Manual,16690
Audi A3,Sedans,Sedans,22500,Manual,16600
Audi A3,Sedans,Sedans,37708,Manual,16550
Audi A3,Sedans,Sedans,112700,Manual,16690
Audi A3,Sedans,Sedans,45560,Manual,16550
Audi A3,Sedans,Sedans,51000,Manual,16500
Audi A3,Sedans,Sedans,110000,Manual,16500
Audi A3,Sedans,Sedans,66714,Manual,16500
Audi A3,Sedans,Sedans,82000,Manual,16300
Audi A3,Sedans,Sedans,77000,Manual,16499
Audi A3,Sedans,Sedans,39900,Manual,16490
Audi A3,Sedans,Sedans,60000,Manual,16000
Audi A3,Compact,Compact,23500,Manual,16990
Audi A3,Compact,Compact,50129,Manual,16990
Audi A3,Sedans,Sedans,68021,Manual,16290
Audi A3,Compact,Compact,50129,Manual,16990
Audi A3,Sedans,Sedans,20000,Manual,16985
Audi A3,Station wagon,Station wagon,49996,Manual,16980
Audi A3,Sedans,Sedans,62254,Manual,16980
Audi A3,Station wagon,Station wagon,107000,Manual,16900
Audi A3,Sedans,Sedans,49913,Manual,16950
Audi A3,Compact,Compact,66466,Manual,16950
Audi A3,Station wagon,Station wagon,139879,Manual,16900
Audi A3,Sedans,Sedans,77000,Manual,16888
Audi A3,Sedans,Sedans,131900,Manual,16888
Audi A3,Sedans,Sedans,87584,Manual,16880
Audi A3,Station wagon,Station wagon,115000,Manual,16900
Audi A3,Sedans,Sedans,127000,Manual,16900
Audi A3,Sedans,Sedans,85000,Manual,16900
Audi A3,Sedans,Sedans,60648,Manual,16780
Audi A3,Sedans,Sedans,105908,Manual,16750
Audi A3,Sedans,Sedans,37592,Manual,19800
Audi A3,Sedans,Sedans,16423,Manual,19800
Audi A3,Sedans,Sedans,19500,Manual,19799
Audi A3,Sedans,Sedans,22000,Manual,19800
Audi A3,Sedans,Sedans,114550,Manual,19797
Audi A3,Station wagon,Station wagon,45000,Manual,19800
Audi A3,Sedans,Sedans,17500,Manual,19790
Audi A3,Sedans,Sedans,0,Manual,19780
Audi A3,Sedans,Sedans,28095,Manual,19790
Audi A3,Sedans,Sedans,28865,Manual,19770
Audi A3,Sedans,Sedans,33000,Manual,19750
Audi A3,Station wagon,Station wagon,28364,Manual,19790
Audi A3,Sedans,Sedans,50500,Manual,19780
Audi A3,Sedans,Sedans,55379,Manual,19740
Audi A3,Sedans,Sedans,14270,Automatic,22500
Audi A3,Compact,Compact,34082,Automatic,22599
Audi A3,Sedans,Sedans,26759,Automatic,22450
Audi A3,Sedans,Sedans,24272,Automatic,23200
Audi A3,Sedans,Sedans,6698,Automatic,22971
Audi A3,Sedans,Sedans,8200,Automatic,22990
Audi A3,Sedans,Sedans,24665,Automatic,22990
Audi A3,Sedans,Sedans,26460,Automatic,22990
Audi A3,Sedans,Sedans,22784,Automatic,23200
Audi A3,Sedans,Sedans,12500,Automatic,22990
Audi A3,Sedans,Sedans,789,Automatic,22990
Audi A3,Sedans,Sedans,18100,Automatic,22980
Audi A3,Sedans,Sedans,25316,Manual,19900
Audi A3,Sedans,Sedans,30261,Manual,19900
Audi A3,Sedans,Sedans,1,Automatic,23700
Audi A3,Sedans,Sedans,9011,Automatic,23680
Audi A3,Sedans,Sedans,18717,Automatic,23640
Audi A3,Station wagon,Station wagon,18000,Automatic,23700
Audi A3,Sedans,Sedans,11200,Automatic,23700
Audi A3,Sedans,Sedans,17000,Manual,19900
Audi A3,Compact,Compact,8497,Manual,20300
Audi A3,Sedans,Sedans,15080,Manual,20250
Audi A3,Sedans,Sedans,24655,Manual,20300
Audi A3,Compact,Compact,14999,Manual,20300
Audi A3,Compact,Compact,5000,Manual,19990
Audi A3,Sedans,Sedans,9861,Manual,19990
Audi A3,Sedans,Sedans,19000,Manual,19989
Audi A3,Sedans,Sedans,18500,Manual,19980
Audi A3,Sedans,Sedans,26983,Manual,19980
Audi A3,Sedans,Sedans,26983,Manual,19980
Audi A3,Sedans,Sedans,21592,Manual,19950
Audi A3,Sedans,Sedans,20000,Manual,19950
Audi A3,Sedans,Sedans,21369,Manual,19950
Audi A3,Sedans,Sedans,22369,Manual,19950
Audi A3,Station wagon,Station wagon,29900,Manual,19950
Audi A3,Sedans,Sedans,21592,Manual,19950
Audi A3,Sedans,Sedans,21369,Manual,19950
Audi A3,Sedans,Sedans,26490,Manual,19940
Audi A3,Sedans,Sedans,26342,Manual,19930
Audi A3,Sedans,Sedans,17500,Manual,19900
Audi A3,Sedans,Sedans,8000,Manual,19900
Audi A3,Sedans,Sedans,14900,Manual,19900
Audi A3,Sedans,Sedans,38400,Manual,19900
Audi A3,Sedans,Sedans,39000,Manual,19900
Audi A3,Sedans,Sedans,23000,Manual,19900
Audi A3,Sedans,Sedans,22462,Manual,19900
Audi A3,Sedans,Sedans,4300,Manual,19900
Audi A3,Sedans,Sedans,30000,Manual,19900
Audi A3,Sedans,Sedans,10900,Manual,19900
Audi A3,Sedans,Sedans,18000,Manual,19900
Audi A3,Sedans,Sedans,39900,Manual,19900
Audi A3,Sedans,Sedans,16000,Manual,19900
Audi A3,Sedans,Sedans,18000,Manual,19900
Audi A3,Sedans,Sedans,18000,Manual,19900
Audi A3,Sedans,Sedans,16000,Manual,19900
Audi A3,Sedans,Sedans,21000,Manual,19900
Audi A3,Sedans,Sedans,20000,Manual,19900
Audi A3,Sedans,Sedans,14000,Manual,19900
Audi A3,Sedans,Sedans,15080,Manual,20250
Audi A3,Sedans,Sedans,19500,Manual,20200
Audi A3,Compact,Compact,14613,Manual,20000
Audi A3,Sedans,Sedans,21000,Manual,19999
Audi A3,Other,Other,27249,Manual,20200
Audi A3,Compact,Compact,19950,Manual,19999
Audi A3,Sedans,Sedans,25000,Manual,20000
Audi A3,Sedans,Sedans,36000,Manual,19999
Audi A3,Station wagon,Station wagon,9108,Manual,19990
Audi A3,Sedans,Sedans,9000,Manual,19990
Audi A3,Sedans,Sedans,7000,Automatic,23800
Audi A3,Sedans,Sedans,29800,Manual,19990
Audi A3,Station wagon,Station wagon,14000,Automatic,23800
Audi A3,Sedans,Sedans,183,Automatic,23800
Audi A3,Sedans,Sedans,24815,Automatic,23800
Audi A3,Sedans,Sedans,32000,Automatic,23800
Audi A3,Sedans,Sedans,14587,Automatic,23800
Audi A3,Sedans,Sedans,27124,Automatic,23800
Audi A3,Sedans,Sedans,17609,Automatic,23800
Audi A3,Sedans,Sedans,16567,Automatic,23800
Audi A3,Sedans,Sedans,13180,Automatic,23800
Audi A3,Sedans,Sedans,23382,Automatic,23800
Audi A3,Sedans,Sedans,33781,Automatic,23800
Audi A3,Sedans,Sedans,27800,Automatic,23800
Audi A3,Sedans,Sedans,4980,Automatic,23780
Audi A3,Sedans,Sedans,15997,Automatic,23770
Audi A3,Sedans,Sedans,14800,Automatic,23750
Audi A3,Sedans,Sedans,10,Automatic,23700
Audi A3,Sedans,Sedans,18018,Automatic,23630
Audi A3,Sedans,Sedans,8700,Automatic,23600
Audi A3,Sedans,Sedans,7300,Automatic,23600
Audi A3,Sedans,Sedans,8700,Automatic,23600
Audi A3,Sedans,Sedans,22790,Automatic,23600
Audi A3,Compact,Compact,15040,Automatic,23600
Audi A3,Sedans,Sedans,3000,Automatic,23600
Audi A3,Station wagon,Station wagon,10,Automatic,23600
Audi A3,Sedans,Sedans,24652,Automatic,23600
Audi A3,Sedans,Sedans,15692,Automatic,23530
Audi A3,Sedans,Sedans,10,Automatic,23400
Audi A3,Sedans,Sedans,17736,Automatic,23550
Audi A3,Sedans,Sedans,29101,Manual,19900
Audi A3,Sedans,Sedans,10,Automatic,23400
Audi A3,Sedans,Sedans,26950,Automatic,23500
Audi A3,Sedans,Sedans,18000,Manual,19900
Audi A3,Sedans,Sedans,15,Automatic,23400
Audi A3,Station wagon,Station wagon,0,Automatic,23360
Audi A3,Sedans,Sedans,20000,Automatic,23400
Audi A3,Sedans,Sedans,24186,Automatic,23400
Audi A3,Sedans,Sedans,6530,Automatic,23389
Audi A3,Sedans,Sedans,21500,Automatic,23300
Audi A3,Sedans,Sedans,6820,Automatic,23370
Audi A3,Sedans,Sedans,3249,Automatic,23350
Audi A3,Sedans,Sedans,6063,Automatic,23300
Audi A3,Sedans,Sedans,4170,Automatic,23240
Audi A3,Sedans,Sedans,5000,Automatic,23300
Audi A3,Station wagon,Station wagon,10,Automatic,23290
Audi A3,Sedans,Sedans,14216,Automatic,23300
Audi A3,Sedans,Sedans,14231,Automatic,23200
Audi A3,Station wagon,Station wagon,6720,Automatic,23250
Audi A3,Sedans,Sedans,300,Automatic,23500
Audi A3,Sedans,Sedans,4311,Automatic,23500
Audi A3,Sedans,Sedans,300,Automatic,23500
Audi A3,Sedans,Sedans,300,Automatic,23500
Audi A3,Sedans,Sedans,9868,Automatic,23500
Audi A3,Sedans,Sedans,2417,Automatic,23500
Audi A3,Sedans,Sedans,3811,Automatic,23500
Audi A3,Sedans,Sedans,13839,Automatic,23500
Audi A3,Sedans,Sedans,1,Automatic,23500
Audi A3,Sedans,Sedans,10,Automatic,23500
Audi A3,Sedans,Sedans,10,Automatic,23500
Audi A3,Compact,Compact,10205,Automatic,23500
Audi A3,Sedans,Sedans,15200,Automatic,23500
Audi A3,Sedans,Sedans,7860,Automatic,23200
Audi A3,Sedans,Sedans,10,Automatic,23500
Audi A3,Sedans,Sedans,15378,Automatic,23500
Audi A3,Sedans,Sedans,7860,Automatic,23200
Audi A3,Sedans,Sedans,10,Automatic,23500
Audi A3,Sedans,Sedans,7778,Automatic,23500
Audi A3,Sedans,Sedans,14900,Automatic,23499
Audi A3,Sedans,Sedans,5000,Automatic,23490
Audi A3,Sedans,Sedans,7487,Automatic,23490
Audi A3,Sedans,Sedans,21514,Automatic,23490
Audi A3,Sedans,Sedans,2267,Automatic,23480
Audi A3,Sedans,Sedans,5156,Automatic,23490
Audi A3,Sedans,Sedans,5778,Automatic,23480
Audi A3,Sedans,Sedans,5939,Automatic,23470
Audi A3,Sedans,Sedans,10837,Automatic,23450
Audi A3,Sedans,Sedans,100,Automatic,23444
Audi A3,Sedans,Sedans,19440,Automatic,23440
Audi A3,Sedans,Sedans,19440,Automatic,23440
Audi A3,Sedans,Sedans,5740,Automatic,23440
Audi A3,Sedans,Sedans,5324,Automatic,23430
Audi A3,Sedans,Sedans,5025,Automatic,23430
Audi A3,Sedans,Sedans,1031,Automatic,23420
Audi A3,Sedans,Sedans,19200,Automatic,22950
Audi A3,Sedans,Sedans,17900,Automatic,22940
Audi A3,Sedans,Sedans,7098,Automatic,22930
Audi A3,Station wagon,Station wagon,24000,Automatic,22900
Audi A3,Sedans,Sedans,18000,Automatic,22900
Audi A3,Sedans,Sedans,20500,Automatic,22900
Audi A3,Sedans,Sedans,20500,Automatic,22900
Audi A3,Sedans,Sedans,1,Automatic,22900
Audi A3,Sedans,Sedans,12900,Automatic,22900
Audi A3,Sedans,Sedans,1,Automatic,22900
Audi A3,Sedans,Sedans,21837,Automatic,22900
Audi A3,Sedans,Sedans,28500,Automatic,22900
Audi A3,Sedans,Sedans,27900,Automatic,22900
Audi A3,Sedans,Sedans,14900,Automatic,22900
Audi A3,Sedans,Sedans,1,Automatic,22900
Audi A3,Sedans,Sedans,14391,Automatic,22900
Audi A3,Sedans,Sedans,1,Automatic,22900
Audi A3,Sedans,Sedans,1,Automatic,22900
Audi A3,Sedans,Sedans,8800,Automatic,22900
Audi A3,Sedans,Sedans,7970,Automatic,22900
Audi A3,Sedans,Sedans,11975,Automatic,22900
Audi A3,Sedans,Sedans,15414,Automatic,22900
Audi A3,Sedans,Sedans,1,Automatic,22900
Audi A3,Sedans,Sedans,20410,Automatic,22900
Audi A3,Sedans,Sedans,1,Automatic,22900
Audi A3,Sedans,Sedans,1,Automatic,22900
Audi A3,Sedans,Sedans,10,Automatic,22900
Audi A3,Sedans,Sedans,21035,Automatic,22900
Audi A3,Sedans,Sedans,19000,Automatic,22800
Audi A3,Sedans,Sedans,22800,Automatic,22800
Audi A3,Sedans,Sedans,15482,Automatic,22900
Audi A3,Sedans,Sedans,17976,Automatic,22900
Audi A3,Sedans,Sedans,1,Automatic,22900
Audi A3,Sedans,Sedans,25142,Automatic,22900
Audi A3,Sedans,Sedans,24205,Automatic,22812
Audi A3,Sedans,Sedans,20000,Automatic,22800
Audi A3,Sedans,Sedans,10,Automatic,22788
Audi A3,Sedans,Sedans,23900,Automatic,22700
Audi A3,Sedans,Sedans,20978,Automatic,22700
Audi A3,Sedans,Sedans,10,Automatic,22788
Audi A3,Sedans,Sedans,20978,Automatic,22700
Audi A3,Sedans,Sedans,8700,Automatic,22790
Audi A3,Compact,Compact,11133,Automatic,22750
Audi A3,Sedans,Sedans,9200,Automatic,22750
Audi A3,Sedans,Sedans,27000,Automatic,22600
Audi A3,Sedans,Sedans,17771,Automatic,22690
Audi A3,Sedans,Sedans,26382,Automatic,22675
Audi A3,Sedans,Sedans,7727,Automatic,22650
Audi A3,Sedans,Sedans,7727,Automatic,22650
Audi A3,Sedans,Sedans,19000,Automatic,22600
Audi A3,Sedans,Sedans,23184,Automatic,23200
Audi A3,Sedans,Sedans,1,Automatic,23200
Audi A3,Compact,Compact,19534,Automatic,23150
Audi A3,Sedans,Sedans,20000,Automatic,23150
Audi A3,Sedans,Sedans,22081,Automatic,23100
Audi A3,Sedans,Sedans,10,Automatic,23000
Audi A3,Sedans,Sedans,23214,Automatic,23200
Audi A3,Sedans,Sedans,9800,Automatic,23000
Audi A3,Sedans,Sedans,18000,Automatic,22999
Audi A3,Sedans,Sedans,22633,Automatic,22999
Audi A3,Sedans,Sedans,15,Automatic,23000
Audi A3,Sedans,Sedans,22420,Automatic,22999
Audi A3,Sedans,Sedans,11021,Automatic,22999
Audi A3,Sedans,Sedans,12103,Automatic,22999
Audi A3,Sedans,Sedans,15193,Automatic,22999
Audi A3,Sedans,Sedans,19279,Automatic,22999
Audi A3,Compact,Compact,18000,Automatic,22900
Audi A3,Sedans,Sedans,13500,Automatic,22900
Audi A3,Sedans,Sedans,14272,Automatic,22900
Audi A3,Sedans,Sedans,1,Automatic,22900
Audi A3,Sedans,Sedans,25444,Automatic,22990
Audi A3,Station wagon,Station wagon,40000,Automatic,22900
Audi A3,Sedans,Sedans,20812,Automatic,22900
Audi A3,Sedans,Sedans,20938,Automatic,22900
Audi A3,Sedans,Sedans,27500,Automatic,22900
Audi A3,Sedans,Sedans,19755,Automatic,22900
Audi A3,Sedans,Sedans,18180,Automatic,22900
Audi A3,Sedans,Sedans,1,Automatic,22900
Audi A3,Sedans,Sedans,13450,Automatic,22900
Audi A3,Sedans,Sedans,12780,Automatic,22900
Audi A3,Sedans,Sedans,16000,Automatic,22900
Audi A3,Sedans,Sedans,18180,Automatic,22900
Audi A3,Station wagon,Station wagon,15900,Automatic,22550
Audi A3,Sedans,Sedans,9000,Automatic,22890
Audi A3,Station wagon,Station wagon,8050,Automatic,22890
Audi A3,Sedans,Sedans,27350,Automatic,22820
Audi A3,Sedans,Sedans,17700,Automatic,22590
Audi A3,Sedans,Sedans,25500,Automatic,22880
Audi A3,Sedans,Sedans,19100,Automatic,22500
Audi A3,Sedans,Sedans,28161,Automatic,22500
Audi A3,Sedans,Sedans,6000,Automatic,22500
Audi A3,Sedans,Sedans,11061,Automatic,22500
Audi A3,Sedans,Sedans,12000,Automatic,22500
Audi A3,Other,Other,25760,Automatic,22500
Audi A3,Sedans,Sedans,19840,Automatic,22500
Audi A3,Other,Other,24395,Automatic,22500
Audi A3,Sedans,Sedans,7000,Automatic,22500
Audi A3,Sedans,Sedans,18242,Automatic,22500
Audi A3,Sedans,Sedans,22000,Automatic,22500
Audi A3,Sedans,Sedans,25000,Automatic,22500
Audi A3,Sedans,Sedans,15389,Automatic,22500
Audi A3,Sedans,Sedans,29000,Automatic,22500
Audi A3,Sedans,Sedans,18242,Automatic,22500
Audi A3,Sedans,Sedans,20501,Automatic,22500
Audi A3,Sedans,Sedans,35599,Automatic,22500
Audi A3,Sedans,Sedans,12409,Automatic,22500
Audi A3,Sedans,Sedans,20979,Automatic,22500
Audi A3,Sedans,Sedans,18000,Automatic,22500
Audi A3,Sedans,Sedans,33231,Automatic,22500
Audi A3,Sedans,Sedans,37,Automatic,22500
Audi A3,Sedans,Sedans,16426,Automatic,22500
Audi A3,Sedans,Sedans,14040,Automatic,22500
Audi A3,Sedans,Sedans,20000,Automatic,22500
Audi A3,Sedans,Sedans,31742,Automatic,22499
Audi A3,Sedans,Sedans,10,Automatic,22499
Audi A3,Sedans,Sedans,30719,Automatic,22499
Audi A3,Sedans,Sedans,19736,Automatic,22500
Audi A3,Station wagon,Station wagon,25600,Automatic,22490
Audi A3,Sedans,Sedans,18885,Automatic,22490
Audi A3,Sedans,Sedans,42260,Automatic,22490
Audi A3,Sedans,Sedans,23000,Automatic,22490
Audi A3,Sedans,Sedans,26759,Automatic,22450
Audi A3,Sedans,Sedans,17869,Automatic,22450
Audi A3,Sedans,Sedans,17869,Automatic,22450
Audi A3,Sedans,Sedans,19251,Automatic,22450
Audi A3,Sedans,Sedans,11000,Automatic,22440
Audi A3,Sedans,Sedans,21921,Automatic,22350
Audi A3,Station wagon,Station wagon,4585,Automatic,22440
Audi A3,Sedans,Sedans,9500,Automatic,22400
Audi A3,Compact,Compact,6810,Automatic,22300
Audi A3,Sedans,Sedans,21921,Automatic,22350
Audi A3,Compact,Compact,12470,Automatic,22300
Audi A3,Compact,Compact,9570,Automatic,22300
Audi A3,Sedans,Sedans,18112,Manual,20450
Audi A3,Sedans,Sedans,32440,Manual,20450
Audi A3,Sedans,Sedans,14000,Manual,20450
Audi A3,Sedans,Sedans,15101,Manual,20450
Audi A3,Sedans,Sedans,10935,Manual,20450
Audi A3,Sedans,Sedans,26713,Manual,20450
Audi A3,Sedans,Sedans,30800,Manual,20900
Audi A3,Sedans,Sedans,20484,Manual,20450
Audi A3,Sedans,Sedans,2195,Manual,20550
Audi A3,Sedans,Sedans,10,Manual,20900
Audi A3,Station wagon,Station wagon,41300,Manual,20990
Audi A3,Sedans,Sedans,18900,Manual,21350
Audi A3,Sedans,Sedans,40000,Manual,21000
Audi A3,Compact,Compact,50,Manual,20990
Audi A3,Sedans,Sedans,9400,Manual,21450
Audi A3,Sedans,Sedans,14186,Manual,21000
Audi A3,Sedans,Sedans,15500,Manual,21299
Audi A3,Sedans,Sedans,13500,Manual,21295
Audi A3,Sedans,Sedans,17000,Manual,21500
Audi A3,Sedans,Sedans,22969,Manual,21500
Audi A3,Sedans,Sedans,19000,Manual,21500
Audi A3,Sedans,Sedans,20702,Manual,21500
Audi A3,Sedans,Sedans,5000,Manual,21500
Audi A3,Sedans,Sedans,20300,Manual,21500
Audi A3,Sedans,Sedans,16800,Manual,21500
Audi A3,Sedans,Sedans,23000,Manual,21500
Audi A3,Sedans,Sedans,22111,Manual,21500
Audi A3,Compact,Compact,4103,Manual,21500
Audi A3,Sedans,Sedans,28000,Manual,21500
Audi A3,Sedans,Sedans,26800,Manual,21500
Audi A3,Sedans,Sedans,12150,Manual,21500
Audi A3,Sedans,Sedans,28039,Manual,21500
Audi A3,Sedans,Sedans,12154,Manual,21500
Audi A3,Sedans,Sedans,28913,Manual,21500
Audi A3,Sedans,Sedans,13494,Manual,21500
Audi A3,Sedans,Sedans,20456,Manual,21500
Audi A3,Sedans,Sedans,17400,Manual,21500
Audi A3,Sedans,Sedans,14706,Manual,21500
Audi A3,Sedans,Sedans,30925,Manual,21500
Audi A3,Sedans,Sedans,28000,Manual,21500
Audi A3,Sedans,Sedans,26892,Manual,21500
Audi A3,Sedans,Sedans,16200,Manual,21495
Audi A3,Sedans,Sedans,25910,Manual,21500
Audi A3,Sedans,Sedans,24500,Manual,21490
Audi A3,Sedans,Sedans,5350,Manual,21490
Audi A3,Sedans,Sedans,16094,Manual,21500
Audi A3,Sedans,Sedans,9000,Manual,21490
Audi A3,Sedans,Sedans,12293,Manual,21490
Audi A3,Sedans,Sedans,5000,Manual,21490
Audi A3,Sedans,Sedans,19200,Manual,21490
Audi A3,Sedans,Sedans,6600,Manual,21490
Audi A3,Sedans,Sedans,19050,Manual,21490
Audi A3,Sedans,Sedans,33178,Manual,21300
Audi A3,Sedans,Sedans,15000,Manual,21490
Audi A3,Sedans,Sedans,11279,Manual,21480
Audi A3,Station wagon,Station wagon,19500,Manual,21200
Audi A3,Sedans,Sedans,27674,Manual,21200
Audi A3,Station wagon,Station wagon,18500,Manual,21480
Audi A3,Station wagon,Station wagon,19500,Manual,21200
Audi A3,Sedans,Sedans,21459,Manual,21150
Audi A3,Sedans,Sedans,10700,Manual,21150
Audi A3,Sedans,Sedans,1,Manual,21100
Audi A3,Sedans,Sedans,0,Manual,21100
Audi A3,Sedans,Sedans,21459,Manual,21150
Audi A3,Sedans,Sedans,37000,Manual,21000
Audi A3,Station wagon,Station wagon,19500,Manual,21200
Audi A3,Sedans,Sedans,18000,Manual,21000
Audi A3,Sedans,Sedans,17596,Manual,21000
Audi A3,Sedans,Sedans,22700,Manual,21480
Audi A3,Sedans,Sedans,23900,Manual,21000
Audi A3,Sedans,Sedans,21900,Manual,21000
Audi A3,Sedans,Sedans,32191,Manual,21480
Audi A3,Station wagon,Station wagon,16900,Manual,21480
Audi A3,Sedans,Sedans,14463,Manual,21480
Audi A3,Sedans,Sedans,7780,Manual,21480
Audi A3,Sedans,Sedans,24531,Manual,21461
Audi A3,Sedans,Sedans,8015,Manual,21480
Audi A3,Sedans,Sedans,6265,Manual,21480
Audi A3,Sedans,Sedans,21708,Manual,21461
Audi A3,Sedans,Sedans,20719,Manual,21461
Audi A3,Sedans,Sedans,9000,Manual,21450
Audi A3,Sedans,Sedans,1250,Manual,21450
Audi A3,Sedans,Sedans,12000,Manual,21450
Audi A3,Station wagon,Station wagon,1250,Manual,21449
Audi A3,Station wagon,Station wagon,1250,Manual,21449
Audi A3,Sedans,Sedans,26174,Manual,21444
Audi A3,Sedans,Sedans,20500,Manual,21400
Audi A3,Sedans,Sedans,24500,Manual,21400
Audi A3,Sedans,Sedans,6853,Manual,21415
Audi A3,Sedans,Sedans,19900,Manual,21400
Audi A3,Sedans,Sedans,10,Manual,21388
Audi A3,Sedans,Sedans,10500,Manual,21400
Audi A3,Sedans,Sedans,10,Manual,21388
Audi A3,Sedans,Sedans,16856,Manual,21380
Audi A3,Sedans,Sedans,25080,Manual,21350
Audi A3,Station wagon,Station wagon,33,Manual,21375
Audi A3,Sedans,Sedans,17784,Manual,21000
Audi A3,Sedans,Sedans,17784,Manual,21000
Audi A3,Station wagon,Station wagon,8000,Manual,21000
Audi A3,Sedans,Sedans,21661,Manual,20999
Audi A3,Sedans,Sedans,17500,Manual,20999
Audi A3,Sedans,Sedans,23897,Manual,20999
Audi A3,Sedans,Sedans,19980,Manual,20999
Audi A3,Sedans,Sedans,19980,Manual,20999
Audi A3,Sedans,Sedans,4500,Manual,20995
Audi A3,Sedans,Sedans,11000,Manual,20990
Audi A3,Sedans,Sedans,30891,Manual,20999
Audi A3,Sedans,Sedans,21425,Manual,20990
Audi A3,Sedans,Sedans,25737,Manual,20999
Audi A3,Sedans,Sedans,14450,Manual,20990
Audi A3,Sedans,Sedans,19800,Manual,20990
Audi A3,Sedans,Sedans,11000,Manual,20990
Audi A3,Sedans,Sedans,22792,Manual,20990
Audi A3,Sedans,Sedans,23300,Manual,20800
Audi A3,Sedans,Sedans,20000,Manual,20800
Audi A3,Sedans,Sedans,18000,Manual,20800
Audi A3,Sedans,Sedans,16749,Manual,20800
Audi A3,Sedans,Sedans,17059,Manual,20799
Audi A3,Sedans,Sedans,20,Manual,20793
Audi A3,Sedans,Sedans,8400,Manual,20750
Audi A3,Sedans,Sedans,27200,Manual,20790
Audi A3,Sedans,Sedans,22455,Manual,20750
Audi A3,Sedans,Sedans,13800,Manual,20750
Audi A3,Sedans,Sedans,17863,Manual,20750
Audi A3,Sedans,Sedans,18603,Manual,20750
Audi A3,Sedans,Sedans,25000,Manual,20750
Audi A3,Station wagon,Station wagon,16000,Manual,20700
Audi A3,Sedans,Sedans,12000,Manual,20750
Audi A3,Sedans,Sedans,27638,Manual,20750
Audi A3,Sedans,Sedans,22016,Manual,20690
Audi A3,Sedans,Sedans,21511,Manual,20700
Audi A3,Sedans,Sedans,290,Manual,20980
Audi A3,Sedans,Sedans,16500,Manual,20980
Audi A3,Sedans,Sedans,1085,Manual,20550
Audi A3,Sedans,Sedans,27085,Manual,20950
Audi A3,Sedans,Sedans,11500,Manual,20950
Audi A3,Sedans,Sedans,21308,Manual,20950
Audi A3,Sedans,Sedans,21308,Manual,20950
Audi A3,Sedans,Sedans,9500,Manual,20950
Audi A3,Sedans,Sedans,20,Manual,20950
